author,book,records
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Яралы_аҡҡош_Фирҙәт_Ғәлиев,_Әхәт_Мортазин,_Әхтәм_Абушахманов",1
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Ғүмер_бүләк_итәм_Хөрмәт_Үтәшев_уҡый,_1995",1
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Һаҙағай_балҡышы_Фирҙәт_Ғәлиев_уҡый,_1996",1
Хәмит Яруллин уҡый,Хәмит_Яруллин_уҡый_Марс_Әхмәтшин_«Осрашыу»,1
Хөснулла Түләков,"Хөснулла_Түләков_Ҡусты_Әхәт_Мортазин_уҡый,_1989",1
Шакир Янбаев,"Шакир_Янбаев_Боҙло_тамуҡ_Әхәт_Мортазин_уҡый,_1994",1
Шакир Янбаев,"Шакир_Янбаев_Кәкүк_саҡырып_туҡтағас_Әхәт_Мортазин_уҡый,_1994",1
Шакир Янбаев,"Шакир_Янбаев_Ҡуш_ҡарағас_Әхәт_Мортазин_уҡый,_1994",1
Шакир Янбаев,"Шакир_Янбаев_Һөйөнсөһөнә_бүләк_Автор_уҡый,_1990",1
Шамил Хажиәхмәтов,Шамил_Хажиәхмәтов_Йәнтөйәккә_юл_хикәйәһе_1_се_өлөш_Рәмзил_Сәлмәнов,1
Шамил Хажиәхмәтов,Шамил_Хажиәхмәтов_Йәнтөйәккә_юл_хикәйәһе_2_се_өлөш_Рәмзил_Сәлмәнов,1
Шәриф Бикҡол,Шәриф_Бикҡол_Ғүмер_мәңге_балҡыр_усаҡ_Наилә_Ғәләүетдинова_менән_Әхәт,1
Шәүлиә Зөлҡәрнәева,"Шәүлиә_Зөлҡәрнәева_Кило_ярым,_Ҡулъяулыҡ_Миңзәлә_Хәйруллина_уҡый",1
Шәүҡәт Макулов,Шәүҡәт_Макулов_Алтын_балдаҡ_Әлфиә_Әхмәтова_менән_Ғәлимнур_Бикбулатов,1
ы:Ибраһим Ғиззәтуллин,"Ибраһим_Ғиззәтуллин_Үлгәндән_һуң_30_йыл_1,2_өлөш_Әхәт_Мортаз",1
Юлай Зарипов,"Юлай_Зарипов_Үпкә_Хәмит_Яруллин_уҡый,_1980",1
Юсупова Альфира Файзрахмановна,Юсупова_Альфира_Файзрахмановна_Ҡунаҡ_һәм_намыҫ_Сәғит_Агиш,1
Яныбай Хамматов,"Яныбай_Хамматов_Арҡайым_Хәмит_Яруллин_уҡый,_1998",1
Яныбай Хамматов,"Яныбай_Хамматов_Төнъяҡ_амурҙары_1,2_се_өлөш_Хөрмәт_Үтәшев_уҡый,",1
Яныбай Хамматов,"Яныбай_Хамматов_Төнъяҡ_амурҙары_3,4_се_өлөш_Хөрмәт_Үтәшев_уҡый,",1
Яныбай Хамматов,"Яныбай_Хамматов_Төнъяҡ_амурҙары_5,6,7_се_өлөш_Хөрмәт_Үтәшев_уҡый",1
Ғабдулла Байбурин,"Ғабдулла_Байбурин_Ҡарлуғастар_оса_Миңзәлә_Хәйруллина_уҡый,_2000",1
Ғабдулла Әхмәтшин,Ғабдулла_Әхмәтшин_Аҡ_халат_тураһында_баллада_Марат_Рафиҡов_уҡый,1
Ғариф Ғүмәр,"Ғариф_Ғүмәр_Тимеркәйҙең_әсәһе_Илсөйәр_Ғәзетдинова_уҡый,_1988",1
Ғата Имаев,Ғата_Имаев_Йөрәк_хәтере_Наилә_Ғәләүетдинова_менән_Әхәт_Мортазин,1
Ғата Имаев,"Ғата_Имаев_Телеграмма_Олег_Ханов_уҡый,_1990",1
Ғаян Лоҡманов,"Ғаян_Лоҡманов_Бесән_еҫе_Рәмилә_Сәлимгәрәева_уҡый,_2003",1
Ғаян Лоҡманов,"Ғаян_Лоҡманов_Гармунсылар_Марат_Рафиҡов_уҡый,_1967",1
Ғаян Лоҡманов,"Ғаян_Лоҡманов_Минең_ҡәйнәм_Ғәлимнур_Бикбулатов_уҡый,_1983",1
Ғаян Лоҡманов,"Ғаян_Лоҡманов_Минең_ҡәйнәм_Әхмәт_Яҡупов_уҡый,_2003",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Аҡман_юлы_Сәүиә_Сираева_уҡый,_1978",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Аҫтыртын_йылмайыу_Зәйни_Иғдәүләтов_уҡый,_1972",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Минең_дуҫым_Тимур_Муллабаев_уҡый,_1980",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Урман_юлында_Сәүиә_Сираева_уҡый,_1977",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Яңғыҙ_тирәк_Фәйез_Вәхитов_уҡый,_1972",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Һарайғыр_юлы_Фәиз_Вәхитов_уҡый,_1979",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Өйәңкеле_йорт_Илсөйәр_Ғәзетдинова_уҡый,_2000",1
Ғәйфулла Вәлиев,"Ғәйфулла_Вәлиев_Өстамаҡ_повесынан_өҙөк_Илшат_Йомағолов_уҡый,_1977",1
Ғәлим Дәүләди,"Ғәлим_Дәүләди_Беренсе_оҙатыу_Әхмәт_Яҡупов_уҡый,_2015",1
Ғәлим Дәүләтов,"Ғәлим_Дәүләтов_Атайым_аҡ_йондоҙом_Фирҙәт_Ғәлиев_уҡый,_1992",1
Ғәлим Дәүләтов( Башҡортса аудиокитаптар төркөмө),Ғәлим_Дәүләтов_Башҡортса_аудиокитаптар_төркө_Атайым_аҡ_йондоҙом,1
Ғәлим Хисамов,"Ғәлим_Хисамов_Бына_һиңә_һабантуй_Заһир_Вәлитов_уҡый,_1989",1
Ғәлим Хисамов,"Ғәлим_Хисамов_Серле_осрашыу_1_се_бүлек_Фирҙәт_Ғәлиев_уҡый,_1993",1
Ғәлим Хисамов,"Ғәлим_Хисамов_Серле_осрашыу_2_се_бүлек_Фирҙәт_Ғәлиев_уҡый,_1993",1
Ғәлим Хисамов,"Ғәлим_Хисамов_Ҡасыу_Хөрмәт_Үтәшев_уҡый,_1990",1
ҡайтыу 1,Миләүшә Ҡаһарманова,1
Ҡуҙыйкүрпәс менән Маянһылыу.,Ҡуҙыйкүрпәс_менән_Маянһылыу_Башҡорт_халыҡ_эпосы_,1
Ә.М.Муллағолова. Юлдаш,Ә_М_Муллағолова_Юлдаш_Ғәлиә_Кәлимуллина_Көтмәгәндә_уйламағанда,1
Әкрәм Бейешев,"Әкрәм_Бейешев_Ил_ғазабы_1,2_сы_өлөш_Заһир_Вәлитов_уҡый,_2004_1",1
Әкрәм Бейешев,"Әкрәм_Бейешев_Ил_ғазабы_3,4_се_өлөш_Заһир_Вәлитов_уҡый,_2004_1",1
Әкрәм Бейешев,"Әкрәм_Бейешев_Ил_ғазабы_5,6_сы_өлөш_Заһир_Вәлитов_уҡый,_2004_1",1
Әкрәм Вәли,"Әкрәм_Вәли_Рәүфә_Нурия_Ирсаева_уҡый,_2008",1
Әмир Ҡотлозаманов,"Әмир_Ҡотлозаманов_Тимерсе_Фәйзи_Фирҙәт_Ғәлиев_уҡый,_1996",1
Әмир Әминев,Әмир_Әминев_Бүре_балалары_хикәйәһе_1_се_тапшырыу,1
Әмир Әминев,Әмир_Әминев_Бүре_балалары_хикәйәһе_2_се_тапшырыу,1
Әмир Әминев,Әмир_Әминев_Бүре_балалары_хикәйәһе_3_сө_тапшырыу,1
Әмир Әминев,Әмир_Әминев_Бүре_балалары_хикәйәһе_4_се_тапшырыу,1
Әмир Әминев,Әмир_Әминев_Танкист_Юсупова_Альфира_Файзрахмановна_уҡый,1
Әмир Әминев,"Әмир_Әминев_Ҡорт,_1_2_бүлектәр_Фирҙәт_Ғәлиев_уҡый,_2006_2",1
Әмир Әминев,"Әмир_Әминев_Ҡытайгород_Фирҙәт_Ғәлиев_уҡый,_2002",1
Әнисә Таһирова,"Әнисә_Таһирова_Арҡайым_фәрештәһе_Әхәт_Мортазин_уҡый,_2003",1
Әнүр Ғибәҙәтов,"Әнүр_Ғибәҙәтов_Шаҡай_Фирҙәт_Ғәлиев_уҡый,_2009",1
Әсхәт Мортазин,"Әсхәт_Мортазин_Ләйсән_Лира_Фәйзуллина_уҡый,_1985",1
Әсхәт Мортазин,"Әсхәт_Мортазин_Муйылдар_Хәкимйән_Сәғитов,_Гүзәл_Сәғитова,_Фир",1
Әсхәт Мортазин,"Әсхәт_Мортазин_Муйылдар_Хәкимйән_Сәғитов,_Гүзәл_Сәғитова,_Фирҙәт",1
Әсҡәт Мортазин,"Әсҡәт_Мортазин_Миңә_таян_Илшат_Йомағолов_уҡый,_1989",1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_1_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_2_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_3_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_4_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_5_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_6_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_7_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,Әхиәр_Хәкимов_Дала_моңо_8_се_тапшырыу_Әхтәм_Абушахманов_уҡый,1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_1_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_2_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_3_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_4_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_5_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_6_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_7_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхиәр Хәкимов,"Әхиәр_Хәкимов_Ҡарауан_8_се_өлөш_Әхтәм_Абушахманов_уҡый,_1998",1
Әхмәр Хисамов,"Әхмәр_Хисамов_Дауылдан_юҡ_ҡотолоу_Рәмзиә_Хисамова_укый,_1998",1
Әхмәр Үтәбай,"Әхмәр_Үтәбай_Шартлау_Әхәт_Мортазин_уҡый,_1993",1
"Әхмәр Үтәбай ,,Тарауыл,,","Әхмәр_Үтәбай_,,Тарауыл,,_Әхтәм_Әбүшахманов_уҡый_",1
Әхмәт Әһлиуллин,"Әхмәт_Әһлиуллин_Урман_әкиәте_Зәйни_Иғдәүләтов_уҡый,_1972",1
Әхнәф Байрамов,"Әхнәф_Байрамов_Оксана_Миңзәлә_Хәйруллина_уҡый,_2003",1
"Әхәт Мортазин уҡый, 2017 йылғы яҙма","Әхәт_Мортазин_уҡый,_2017_йылғы_яҙма_Йыһат_Солтанов_Йыр_тауы,_2_се",1
"Әхәт Мортазин уҡый, 2017 йылғы яҙма.","Әхәт_Мортазин_уҡый,_2017_йылғы_яҙма_Йыһат_Солтанов_Йыр_тауы,_1_се",1
Әхәт Мортазин уҡыуында 1994 йылғы яҙма,Әхәт_Мортазин_уҡыуында_1994_йылғы_яҙма_Ғайса_Хөсәйенов_Тормош,1
Әхәт Мортазин уҡыуында 2011 йылғы яҙма.,Әхәт_Мортазин_уҡыуында_2011_йылғы_яҙма_Әҡлимә_Сафина_Өҙөлгән_моң,1
Әхәт Мортазин уҡыуында 2017 йылғы яҙма.,Әхәт_Мортазин_уҡыуында_2017_йылғы_яҙма_Рамазан_Ҡотошев_Яралы_яҙмыш,1
